DWA_ID,IWA_ID,GWA_ID,IWA_Title,GWA_Title
4.A.3.b.6.I13.D06,4.A.3.b.6.I13,4.A.3.b.6,"Prepare documentation for contracts, applications, or permits.",Documenting/Recording Information
4.A.2.b.2.I11.D04,4.A.2.b.2.I11,4.A.2.b.2,Design structures or facilities.,Thinking Creatively
4.A.3.b.6.I09.D01,4.A.3.b.6.I09,4.A.3.b.6,"Document technical designs, procedures, or activities.",Documenting/Recording Information
4.A.2.b.2.I16.D01,4.A.2.b.2.I16,4.A.2.b.2,Develop systems or practices to mitigate or resolve environmental problems.,Thinking Creatively
4.A.2.b.2.I11.D02,4.A.2.b.2.I11,4.A.2.b.2,Design structures or facilities.,Thinking Creatively
4.A.1.a.1.I10.D03,4.A.1.a.1.I10,4.A.1.a.1,Investigate the environmental impact of industrial or development activities.,Getting Information
4.A.2.b.2.I18.D16,4.A.2.b.2.I18,4.A.2.b.2,Create visual designs or displays.,Thinking Creatively
4.A.4.b.4.I06.D10,4.A.4.b.4.I06,4.A.4.b.4,Direct scientific or technical activities.,"Guiding, Directing, and Motivating Subordinates"
4.A.2.b.6.I02.D07,4.A.2.b.6.I02,4.A.2.b.6,Plan work activities.,"Organizing, Planning, and Prioritizing Work"
4.A.1.b.2.I05.D12,4.A.1.b.2.I05,4.A.1.b.2,Inspect facilities or equipment.,"Inspecting Equipment, Structures, or Materials"
4.A.4.b.4.I01.D02,4.A.4.b.4.I01,4.A.4.b.4,Supervise personnel activities.,"Guiding, Directing, and Motivating Subordinates"
4.A.4.a.2.I09.D03,4.A.4.a.2.I09,4.A.4.a.2,Communicate with others about specifications or project details.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.2.b.1.I10.D02,4.A.2.b.1.I10,4.A.2.b.1,Select materials or equipment for operations or projects.,Making Decisions and Solving Problems
4.A.2.b.2.I18.D19,4.A.2.b.2.I18,4.A.2.b.2,Create visual designs or displays.,Thinking Creatively
4.A.2.a.4.I01.D07,4.A.2.a.4.I01,4.A.2.a.4,Analyze environmental or geospatial data.,Analyzing Data or Information
4.A.4.a.3.I02.D06,4.A.4.a.3.I02,4.A.4.a.3,Provide information or assistance to the public.,Communicating with People Outside the Organization
4.A.4.b.6.I02.D03,4.A.4.b.6.I02,4.A.4.b.6,Advise others on products or services.,Providing Consultation and Advice to Others
4.A.1.b.3.I04.D03,4.A.1.b.3.I04,4.A.1.b.3,Assess characteristics of land or property.,"Estimating the Quantifiable Characteristics of Products, Events, or Information"
4.A.1.b.3.I04.D04,4.A.1.b.3.I04,4.A.1.b.3,Assess characteristics of land or property.,"Estimating the Quantifiable Characteristics of Products, Events, or Information"
4.A.1.b.2.I06.D08,4.A.1.b.2.I06,4.A.1.b.2,Inspect completed work or finished products.,"Inspecting Equipment, Structures, or Materials"
4.A.2.b.1.I04.D03,4.A.2.b.1.I04,4.A.2.b.1,Determine operational methods or procedures.,Making Decisions and Solving Problems
4.A.2.b.1.I10.D01,4.A.2.b.1.I10,4.A.2.b.1,Select materials or equipment for operations or projects.,Making Decisions and Solving Problems
4.A.3.b.1.I05.D02,4.A.3.b.1.I05,4.A.3.b.1,Operate computer systems or computerized equipment.,Working with Computers
4.A.2.b.2.I07.D01,4.A.2.b.2.I07,4.A.2.b.2,Develop technical specifications for products or operations.,Thinking Creatively
4.A.2.a.2.I01.D10,4.A.2.a.2.I01,4.A.2.a.2,Evaluate the quality or accuracy of data.,Processing Information
4.A.4.b.4.I06.D01,4.A.4.b.4.I06,4.A.4.b.4,Direct scientific or technical activities.,"Guiding, Directing, and Motivating Subordinates"
4.A.4.a.2.I11.D07,4.A.4.a.2.I11,4.A.4.a.2,"Coordinate activities with clients, agencies, or organizations.","Communicating with Supervisors, Peers, or Subordinates"
4.A.3.a.2.I09.D04,4.A.3.a.2.I09,4.A.3.a.2,Adjust equipment to ensure adequate performance.,Handling and Moving Objects
4.A.4.b.3.I04.D02,4.A.4.b.3.I04,4.A.4.b.3,Train others on operational or work procedures.,Training and Teaching Others
4.A.2.b.2.I07.D06,4.A.2.b.2.I07,4.A.2.b.2,Develop technical specifications for products or operations.,Thinking Creatively
4.A.2.b.3.I01.D10,4.A.2.b.3.I01,4.A.2.b.3,Maintain current knowledge in area of expertise.,Updating and Using Relevant Knowledge
4.A.2.a.4.I05.D03,4.A.2.a.4.I05,4.A.2.a.4,"Evaluate designs, specifications, or other technical data.",Analyzing Data or Information
4.A.3.b.6.I08.D21,4.A.3.b.6.I08,4.A.3.b.6,Maintain operational records.,Documenting/Recording Information
4.A.2.b.2.I21.D01,4.A.2.b.2.I21,4.A.2.b.2,"Develop models of systems, processes, or products.",Thinking Creatively
4.A.2.a.4.I05.D06,4.A.2.a.4.I05,4.A.2.a.4,"Evaluate designs, specifications, or other technical data.",Analyzing Data or Information
4.A.4.b.4.I08.D01,4.A.4.b.4.I08,4.A.4.b.4,Manage control systems or activities.,"Guiding, Directing, and Motivating Subordinates"
4.A.2.b.2.I16.D07,4.A.2.b.2.I16,4.A.2.b.2,Develop systems or practices to mitigate or resolve environmental problems.,Thinking Creatively
4.A.1.a.1.I20.D03,4.A.1.a.1.I20,4.A.1.a.1,Research technology designs or applications.,Getting Information
4.A.2.b.2.I24.D01,4.A.2.b.2.I24,4.A.2.b.2,Design electrical or electronic systems or equipment.,Thinking Creatively
4.A.1.b.2.I07.D11,4.A.1.b.2.I07,4.A.1.b.2,"Inspect commercial, industrial, or production systems or equipment.","Inspecting Equipment, Structures, or Materials"
4.A.4.a.2.I04.D02,4.A.4.a.2.I04,4.A.4.a.2,Coordinate with others to resolve problems.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.2.b.2.I18.D18,4.A.2.b.2.I18,4.A.2.b.2,Create visual designs or displays.,Thinking Creatively
4.A.4.b.4.I10.D03,4.A.4.b.4.I10,4.A.4.b.4,Direct construction or extraction activities.,"Guiding, Directing, and Motivating Subordinates"
4.A.4.b.6.I03.D02,4.A.4.b.6.I03,4.A.4.b.6,Advise others on environmental sustainability or green practices.,Providing Consultation and Advice to Others
4.A.4.b.4.I12.D24,4.A.4.b.4.I12,4.A.4.b.4,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates"
4.A.2.b.2.I20.D05,4.A.2.b.2.I20,4.A.2.b.2,Develop sustainable organizational or business policies or practices.,Thinking Creatively
4.A.4.b.4.I12.D02,4.A.4.b.4.I12,4.A.4.b.4,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates"
4.A.4.b.6.I05.D09,4.A.4.b.6.I05,4.A.4.b.6,Advise others on business or operational matters.,Providing Consultation and Advice to Others
4.A.2.b.2.I13.D04,4.A.2.b.2.I13,4.A.2.b.2,Design materials or devices.,Thinking Creatively
4.A.1.a.1.I20.D01,4.A.1.a.1.I20,4.A.1.a.1,Research technology designs or applications.,Getting Information
4.A.2.b.2.I23.D01,4.A.2.b.2.I23,4.A.2.b.2,Develop research plans or methodologies.,Thinking Creatively
4.A.1.b.3.I02.D04,4.A.1.b.3.I02,4.A.1.b.3,Estimate project development or operational costs.,"Estimating the Quantifiable Characteristics of Products, Events, or Information"
4.A.2.b.1.I08.D10,4.A.2.b.1.I08,4.A.2.b.1,Determine resource needs of projects or operations.,Making Decisions and Solving Problems
4.A.3.b.6.I03.D09,4.A.3.b.6.I03,4.A.3.b.6,Present research or technical information.,Documenting/Recording Information
4.A.2.b.1.I02.D01,4.A.2.b.1.I02,4.A.2.b.1,Diagnose system or equipment problems.,Making Decisions and Solving Problems
4.A.1.a.2.I02.D15,4.A.1.a.2.I02,4.A.1.a.2,Monitor operations to ensure adequate performance.,"Monitoring Processes, Materials, or Surroundings"
4.A.1.b.2.I07.D09,4.A.1.b.2.I07,4.A.1.b.2,"Inspect commercial, industrial, or production systems or equipment.","Inspecting Equipment, Structures, or Materials"
4.A.1.a.1.I09.D02,4.A.1.a.1.I09,4.A.1.a.1,"Research organizational behavior, processes, or performance.",Getting Information
4.A.2.b.2.I14.D06,4.A.2.b.2.I14,4.A.2.b.2,Design industrial systems or equipment.,Thinking Creatively
4.A.2.b.1.I08.D01,4.A.2.b.1.I08,4.A.2.b.1,Determine resource needs of projects or operations.,Making Decisions and Solving Problems
4.A.1.b.2.I03.D04,4.A.1.b.2.I03,4.A.1.b.2,Test characteristics of materials or products.,"Inspecting Equipment, Structures, or Materials"
4.A.4.b.4.I14.D02,4.A.4.b.4.I14,4.A.4.b.4,Coordinate regulatory compliance activities.,"Guiding, Directing, and Motivating Subordinates"
4.A.2.b.2.I18.D03,4.A.2.b.2.I18,4.A.2.b.2,Create visual designs or displays.,Thinking Creatively
4.A.2.b.5.I02.D07,4.A.2.b.5.I02,4.A.2.b.5,Schedule operational activities.,Scheduling Work and Activities
4.A.4.b.4.I09.D10,4.A.4.b.4.I09,4.A.4.b.4,Manage budgets or finances.,"Guiding, Directing, and Motivating Subordinates"
4.A.4.b.6.I09.D03,4.A.4.b.6.I09,4.A.4.b.6,Advise others on workplace health or safety issues.,Providing Consultation and Advice to Others
4.A.4.b.4.I12.D04,4.A.4.b.4.I12,4.A.4.b.4,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates"
4.A.2.b.2.I11.D03,4.A.2.b.2.I11,4.A.2.b.2,Design structures or facilities.,Thinking Creatively
4.A.2.b.2.I16.D04,4.A.2.b.2.I16,4.A.2.b.2,Develop systems or practices to mitigate or resolve environmental problems.,Thinking Creatively
4.A.2.a.3.I02.D04,4.A.2.a.3.I02,4.A.2.a.3,Assess compliance with environmental standards or regulations.,Evaluating Information to Determine Compliance with Standards
4.A.1.a.1.I20.D05,4.A.1.a.1.I20,4.A.1.a.1,Research technology designs or applications.,Getting Information
4.A.2.a.4.I05.D02,4.A.2.a.4.I05,4.A.2.a.4,"Evaluate designs, specifications, or other technical data.",Analyzing Data or Information
4.A.2.b.2.I21.D03,4.A.2.b.2.I21,4.A.2.b.2,"Develop models of systems, processes, or products.",Thinking Creatively
4.A.3.a.2.I04.D02,4.A.3.a.2.I04,4.A.3.a.2,Assemble equipment or components.,Handling and Moving Objects
4.A.2.b.2.I24.D02,4.A.2.b.2.I24,4.A.2.b.2,Design electrical or electronic systems or equipment.,Thinking Creatively
4.A.4.b.4.I10.D04,4.A.4.b.4.I10,4.A.4.b.4,Direct construction or extraction activities.,"Guiding, Directing, and Motivating Subordinates"
4.A.1.b.2.I03.D02,4.A.1.b.2.I03,4.A.1.b.2,Test characteristics of materials or products.,"Inspecting Equipment, Structures, or Materials"
4.A.2.b.2.I18.D05,4.A.2.b.2.I18,4.A.2.b.2,Create visual designs or displays.,Thinking Creatively
4.A.2.b.2.I16.D08,4.A.2.b.2.I16,4.A.2.b.2,Develop systems or practices to mitigate or resolve environmental problems.,Thinking Creatively
4.A.2.b.2.I16.D06,4.A.2.b.2.I16,4.A.2.b.2,Develop systems or practices to mitigate or resolve environmental problems.,Thinking Creatively
4.A.1.a.2.I02.D09,4.A.1.a.2.I02,4.A.1.a.2,Monitor operations to ensure adequate performance.,"Monitoring Processes, Materials, or Surroundings"
4.A.2.b.2.I02.D06,4.A.2.b.2.I02,4.A.2.b.2,Design computer or information systems or applications.,Thinking Creatively
4.A.2.b.2.I18.D08,4.A.2.b.2.I18,4.A.2.b.2,Create visual designs or displays.,Thinking Creatively
4.A.2.a.1.I07.D05,4.A.2.a.1.I07,4.A.2.a.1,"Evaluate the characteristics, usefulness, or performance of products or technologies.","Judging the Qualities of Objects, Services, or People"
4.A.1.a.2.I09.D04,4.A.1.a.2.I09,4.A.1.a.2,Monitor environmental conditions.,"Monitoring Processes, Materials, or Surroundings"
4.A.3.a.2.I42.D04,4.A.3.a.2.I42,4.A.3.a.2,Package objects.,Handling and Moving Objects
4.A.4.a.2.I02.D03,4.A.4.a.2.I02,4.A.4.a.2,"Assist scientists, scholars, or technical specialists with projects or research.","Communicating with Supervisors, Peers, or Subordinates"
4.A.3.b.6.I03.D07,4.A.3.b.6.I03,4.A.3.b.6,Present research or technical information.,Documenting/Recording Information
4.A.2.b.3.I01.D09,4.A.2.b.3.I01,4.A.2.b.3,Maintain current knowledge in area of expertise.,Updating and Using Relevant Knowledge
4.A.1.a.1.I22.D03,4.A.1.a.1.I22,4.A.1.a.1,Investigate organizational or operational problems.,Getting Information
4.A.1.a.1.I20.D09,4.A.1.a.1.I20,4.A.1.a.1,Research technology designs or applications.,Getting Information
4.A.3.b.6.I09.D07,4.A.3.b.6.I09,4.A.3.b.6,"Document technical designs, procedures, or activities.",Documenting/Recording Information
4.A.4.a.1.I01.D04,4.A.4.a.1.I01,4.A.4.a.1,Explain technical details of products or services.,Interpreting the Meaning of Information for Others
4.A.1.b.2.I11.D02,4.A.1.b.2.I11,4.A.1.b.2,Test sites or materials for environmental hazards.,"Inspecting Equipment, Structures, or Materials"
4.A.1.a.1.I20.D07,4.A.1.a.1.I20,4.A.1.a.1,Research technology designs or applications.,Getting Information
4.A.2.b.2.I14.D03,4.A.2.b.2.I14,4.A.2.b.2,Design industrial systems or equipment.,Thinking Creatively
4.A.3.a.2.I27.D01,4.A.3.a.2.I27,4.A.3.a.2,Fabricate devices or components.,Handling and Moving Objects
4.A.1.a.2.I07.D13,4.A.1.a.2.I07,4.A.1.a.2,"Monitor safety or security of work areas, facilities, or properties.","Monitoring Processes, Materials, or Surroundings"
4.A.1.b.2.I07.D02,4.A.1.b.2.I07,4.A.1.b.2,"Inspect commercial, industrial, or production systems or equipment.","Inspecting Equipment, Structures, or Materials"
4.A.1.b.2.I07.D14,4.A.1.b.2.I07,4.A.1.b.2,"Inspect commercial, industrial, or production systems or equipment.","Inspecting Equipment, Structures, or Materials"
4.A.3.a.2.I01.D10,4.A.3.a.2.I01,4.A.3.a.2,Build structures.,Handling and Moving Objects
4.A.1.a.2.I11.D09,4.A.1.a.2.I11,4.A.1.a.2,Monitor operations to ensure compliance with regulations or standards.,"Monitoring Processes, Materials, or Surroundings"
4.A.2.a.3.I01.D02,4.A.2.a.3.I01,4.A.2.a.3,Examine materials or documentation for accuracy or compliance.,Evaluating Information to Determine Compliance with Standards
4.A.2.b.2.I05.D04,4.A.2.b.2.I05,4.A.2.b.2,"Develop safety standards, policies, or procedures.",Thinking Creatively
4.A.1.a.1.I21.D02,4.A.1.a.1.I21,4.A.1.a.1,Investigate incidents or accidents.,Getting Information
4.A.2.b.3.I01.D13,4.A.2.b.3.I01,4.A.2.b.3,Maintain current knowledge in area of expertise.,Updating and Using Relevant Knowledge
4.A.2.b.2.I18.D21,4.A.2.b.2.I18,4.A.2.b.2,Create visual designs or displays.,Thinking Creatively
4.A.2.a.4.I12.D04,4.A.2.a.4.I12,4.A.2.a.4,Analyze performance of systems or equipment.,Analyzing Data or Information
4.A.4.a.7.I03.D02,4.A.4.a.7.I03,4.A.4.a.7,Resolve personnel or operational problems.,Resolving Conflicts and Negotiating with Others
4.A.3.b.4.I04.D07,4.A.3.b.4.I04,4.A.3.b.4,"Maintain electronic, computer, or other technical equipment.",Repairing and Maintaining Mechanical Equipment
4.A.3.a.2.I02.D02,4.A.3.a.2.I02,4.A.3.a.2,Collect samples of products or materials.,Handling and Moving Objects
4.A.3.a.2.I20.D04,4.A.3.a.2.I20,4.A.3.a.2,Install commercial or production equipment.,Handling and Moving Objects
4.A.4.b.4.I01.D05,4.A.4.b.4.I01,4.A.4.b.4,Supervise personnel activities.,"Guiding, Directing, and Motivating Subordinates"
4.A.4.a.2.I03.D06,4.A.4.a.2.I03,4.A.4.a.2,Communicate with others about operational plans or activities.,"Communicating with Supervisors, Peers, or Subordinates"
4.A.2.a.4.I12.D01,4.A.2.a.4.I12,4.A.2.a.4,Analyze performance of systems or equipment.,Analyzing Data or Information
4.A.3.a.2.I13.D09,4.A.3.a.2.I13,4.A.3.a.2,Prepare industrial materials for processing or use.,Handling and Moving Objects
4.A.3.b.6.I16.D01,4.A.3.b.6.I16,4.A.3.b.6,Write material for artistic or commercial purposes.,Documenting/Recording Information
4.A.4.b.3.I02.D03,4.A.4.b.3.I02,4.A.4.b.3,Teach academic or vocational subjects.,Training and Teaching Others
4.A.1.b.1.I02.D05,4.A.1.b.1.I02,4.A.1.b.1,Identify business or organizational opportunities.,"Identifying Objects, Actions, and Events"
4.A.1.a.1.I20.D06,4.A.1.a.1.I20,4.A.1.a.1,Research technology designs or applications.,Getting Information
4.A.2.b.2.I16.D05,4.A.2.b.2.I16,4.A.2.b.2,Develop systems or practices to mitigate or resolve environmental problems.,Thinking Creatively
4.A.2.a.4.I05.D04,4.A.2.a.4.I05,4.A.2.a.4,"Evaluate designs, specifications, or other technical data.",Analyzing Data or Information
4.A.2.b.2.I13.D02,4.A.2.b.2.I13,4.A.2.b.2,Design materials or devices.,Thinking Creatively
4.A.3.a.3.I06.D13,4.A.3.a.3.I06,4.A.3.a.3,Operate industrial processing or production equipment.,Controlling Machines and Processes
4.A.4.c.3.I01.D05,4.A.4.c.3.I01,4.A.4.c.3,"Replenish inventories of materials, equipment, or products.",Monitoring and Controlling Resources
4.A.2.a.1.I07.D04,4.A.2.a.1.I07,4.A.2.a.1,"Evaluate the characteristics, usefulness, or performance of products or technologies.","Judging the Qualities of Objects, Services, or People"
4.A.4.b.4.I12.D26,4.A.4.b.4.I12,4.A.4.b.4,"Direct organizational operations, activities, or procedures.","Guiding, Directing, and Motivating Subordinates"
4.A.2.b.2.I14.D04,4.A.2.b.2.I14,4.A.2.b.2,Design industrial systems or equipment.,Thinking Creatively
4.A.1.a.2.I02.D01,4.A.1.a.2.I02,4.A.1.a.2,Monitor operations to ensure adequate performance.,"Monitoring Processes, Materials, or Surroundings"
4.A.2.a.4.I07.D17,4.A.2.a.4.I07,4.A.2.a.4,Analyze data to improve operations.,Analyzing Data or Information
4.A.1.a.1.I20.D02,4.A.1.a.1.I20,4.A.1.a.1,Research technology designs or applications.,Getting Information
4.A.2.b.2.I13.D03,4.A.2.b.2.I13,4.A.2.b.2,Design materials or devices.,Thinking Creatively
4.A.3.a.3.I09.D02,4.A.3.a.3.I09,4.A.3.a.3,Operate laboratory or field equipment.,Controlling Machines and Processes
4.A.3.b.1.I01.D04,4.A.3.b.1.I01,4.A.3.b.1,Program computer systems or production equipment.,Working with Computers
4.A.1.b.3.I01.D03,4.A.1.b.3.I01,4.A.1.b.3,"Measure physical characteristics of materials, products, or equipment.","Estimating the Quantifiable Characteristics of Products, Events, or Information"
4.A.2.b.2.I18.D06,4.A.2.b.2.I18,4.A.2.b.2,Create visual designs or displays.,Thinking Creatively
4.A.3.b.1.I06.D02,4.A.3.b.1.I06,4.A.3.b.1,Process digital or online data.,Working with Computers
4.A.1.b.2.I03.D07,4.A.1.b.2.I03,4.A.1.b.2,Test characteristics of materials or products.,"Inspecting Equipment, Structures, or Materials"
4.A.4.a.7.I02.D07,4.A.4.a.7.I02,4.A.4.a.7,Negotiate contracts or agreements.,Resolving Conflicts and Negotiating with Others
4.A.3.a.2.I27.D03,4.A.3.a.2.I27,4.A.3.a.2,Fabricate devices or components.,Handling and Moving Objects
4.A.3.b.4.I02.D18,4.A.3.b.4.I02,4.A.3.b.4,Maintain tools or equipment.,Repairing and Maintaining Mechanical Equipment
4.A.3.a.1.I03.D10,4.A.3.a.1.I03,4.A.3.a.1,"Clean tools, equipment, facilities, or work areas.",Performing General Physical Activities
4.A.1.a.2.I09.D02,4.A.1.a.2.I09,4.A.1.a.2,Monitor environmental conditions.,"Monitoring Processes, Materials, or Surroundings"
4.A.2.b.2.I18.D01,4.A.2.b.2.I18,4.A.2.b.2,Create visual designs or displays.,Thinking Creatively
4.A.3.a.2.I04.D12,4.A.3.a.2.I04,4.A.3.a.2,Assemble equipment or components.,Handling and Moving Objects
4.A.4.a.2.I09.D04,4.A.4.a.2.I09,4.A.4.a.2,Communicate with others about specifications or project details.,"Communicating with Supervisors, Peers, or Subordinates"
